Loading tokenizer and model (this may take a while)...
Read 10000 train records
Building ORPO-style datasets (creating synthetic 'rejected' responses)...
Starting training...
{'loss': 2.6092, 'grad_norm': 1.1636658906936646, 'learning_rate': 1.9928e-05, 'rewards/chosen': -0.8355883359909058, 'rewards/rejected': -1.069198727607727, 'rewards/accuracies': 0.675000011920929, 'rewards/margins': 0.23361027240753174, 'logps/rejected': -10.691987037658691, 'logps/chosen': -8.355884552001953, 'logits/rejected': 0.5487064123153687, 'logits/chosen': 0.5444585680961609, 'nll_loss': 2.4972660541534424, 'log_odds_ratio': -1.11929452419281, 'log_odds_chosen': 2.337411880493164, 'epoch': 0.0}
{'loss': 1.8521, 'grad_norm': 0.7472915649414062, 'learning_rate': 7.928e-06, 'rewards/chosen': -0.10904742777347565, 'rewards/rejected': -0.5584742426872253, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4494268298149109, 'logps/rejected': -5.584742546081543, 'logps/chosen': -1.090474247932434, 'logits/rejected': 0.12889909744262695, 'logits/chosen': 0.10660134255886078, 'nll_loss': 1.846104621887207, 'log_odds_ratio': -0.05987902730703354, 'log_odds_chosen': 5.358064651489258, 'epoch': 0.6}
{'loss': 1.8847, 'grad_norm': 0.7827367782592773, 'learning_rate': 7.848000000000002e-06, 'rewards/chosen': -0.14876748621463776, 'rewards/rejected': -0.6580014228820801, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5092338919639587, 'logps/rejected': -6.580014228820801, 'logps/chosen': -1.4876747131347656, 'logits/rejected': 0.3537733852863312, 'logits/chosen': 0.32275497913360596, 'nll_loss': 1.8820765018463135, 'log_odds_ratio': -0.026472097262740135, 'log_odds_chosen': 5.745013236999512, 'epoch': 0.61}
{'loss': 1.9893, 'grad_norm': 1.3379969596862793, 'learning_rate': 7.768e-06, 'rewards/chosen': -0.12625765800476074, 'rewards/rejected': -0.5932694673538208, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.46701186895370483, 'logps/rejected': -5.932694911956787, 'logps/chosen': -1.2625764608383179, 'logits/rejected': 0.2247527837753296, 'logits/chosen': 0.20515206456184387, 'nll_loss': 1.9839770793914795, 'log_odds_ratio': -0.053014952689409256, 'log_odds_chosen': 5.48949670791626, 'epoch': 0.61}
{'loss': 1.9313, 'grad_norm': 0.9439554810523987, 'learning_rate': 7.688000000000002e-06, 'rewards/chosen': -0.11494624614715576, 'rewards/rejected': -0.6477950811386108, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5328488349914551, 'logps/rejected': -6.477950096130371, 'logps/chosen': -1.1494624614715576, 'logits/rejected': 0.33932071924209595, 'logits/chosen': 0.3019846975803375, 'nll_loss': 1.9297525882720947, 'log_odds_ratio': -0.01558472216129303, 'log_odds_chosen': 6.0051093101501465, 'epoch': 0.62}
{'loss': 1.9867, 'grad_norm': 1.0224382877349854, 'learning_rate': 7.608000000000001e-06, 'rewards/chosen': -0.13448920845985413, 'rewards/rejected': -0.6314191222190857, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4969298839569092, 'logps/rejected': -6.314190864562988, 'logps/chosen': -1.344892144203186, 'logits/rejected': 0.2627851366996765, 'logits/chosen': 0.23609086871147156, 'nll_loss': 1.983481764793396, 'log_odds_ratio': -0.03200226277112961, 'log_odds_chosen': 5.6054253578186035, 'epoch': 0.62}
{'loss': 1.899, 'grad_norm': 0.8020095825195312, 'learning_rate': 7.528000000000001e-06, 'rewards/chosen': -0.11956779658794403, 'rewards/rejected': -0.6161571741104126, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.496589332818985, 'logps/rejected': -6.161571025848389, 'logps/chosen': -1.1956779956817627, 'logits/rejected': 0.2822191119194031, 'logits/chosen': 0.2582419514656067, 'nll_loss': 1.895125389099121, 'log_odds_ratio': -0.03885602205991745, 'log_odds_chosen': 5.665412425994873, 'epoch': 0.62}
{'loss': 1.9168, 'grad_norm': 0.8167943358421326, 'learning_rate': 7.4480000000000005e-06, 'rewards/chosen': -0.11992987245321274, 'rewards/rejected': -0.6193640828132629, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4994341731071472, 'logps/rejected': -6.19364070892334, 'logps/chosen': -1.1992987394332886, 'logits/rejected': 0.12223482131958008, 'logits/chosen': 0.10675819218158722, 'nll_loss': 1.9121923446655273, 'log_odds_ratio': -0.04616064578294754, 'log_odds_chosen': 5.866588592529297, 'epoch': 0.63}
{'loss': 1.9342, 'grad_norm': 0.810407817363739, 'learning_rate': 7.3680000000000004e-06, 'rewards/chosen': -0.13395340740680695, 'rewards/rejected': -0.595049262046814, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4610959589481354, 'logps/rejected': -5.950493812561035, 'logps/chosen': -1.339534044265747, 'logits/rejected': 0.27376654744148254, 'logits/chosen': 0.272739052772522, 'nll_loss': 1.9301741123199463, 'log_odds_ratio': -0.040669385343790054, 'log_odds_chosen': 5.325594902038574, 'epoch': 0.63}
{'loss': 1.9061, 'grad_norm': 0.8778612613677979, 'learning_rate': 7.288e-06, 'rewards/chosen': -0.15139029920101166, 'rewards/rejected': -0.5855722427368164, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 0.43418192863464355, 'logps/rejected': -5.855722427368164, 'logps/chosen': -1.513903021812439, 'logits/rejected': 0.20046906173229218, 'logits/chosen': 0.16731035709381104, 'nll_loss': 1.8952146768569946, 'log_odds_ratio': -0.10910137742757797, 'log_odds_chosen': 4.972422122955322, 'epoch': 0.64}
{'loss': 1.8877, 'grad_norm': 1.2402548789978027, 'learning_rate': 7.208e-06, 'rewards/chosen': -0.12527337670326233, 'rewards/rejected': -0.5296152830123901, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4043419361114502, 'logps/rejected': -5.2961530685424805, 'logps/chosen': -1.252733826637268, 'logits/rejected': 0.08682387322187424, 'logits/chosen': 0.057091034948825836, 'nll_loss': 1.8808139562606812, 'log_odds_ratio': -0.06874924898147583, 'log_odds_chosen': 4.717040061950684, 'epoch': 0.64}
{'loss': 1.9435, 'grad_norm': 0.8721534609794617, 'learning_rate': 7.128e-06, 'rewards/chosen': -0.11235605180263519, 'rewards/rejected': -0.5776327252388, 'rewards/accuracies': 1.0, 'rewards/margins': 0.46527665853500366, 'logps/rejected': -5.776327610015869, 'logps/chosen': -1.1235605478286743, 'logits/rejected': 0.2512052059173584, 'logits/chosen': 0.21936511993408203, 'nll_loss': 1.9412208795547485, 'log_odds_ratio': -0.022544318810105324, 'log_odds_chosen': 5.529942512512207, 'epoch': 0.64}
{'loss': 1.952, 'grad_norm': 0.9046159386634827, 'learning_rate': 7.048e-06, 'rewards/chosen': -0.13407480716705322, 'rewards/rejected': -0.5361465215682983, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4020717740058899, 'logps/rejected': -5.3614654541015625, 'logps/chosen': -1.3407480716705322, 'logits/rejected': 0.1745501458644867, 'logits/chosen': 0.14896607398986816, 'nll_loss': 1.9377071857452393, 'log_odds_ratio': -0.14308986067771912, 'log_odds_chosen': 4.650200366973877, 'epoch': 0.65}
{'loss': 1.9125, 'grad_norm': 1.2621479034423828, 'learning_rate': 6.968e-06, 'rewards/chosen': -0.08453459292650223, 'rewards/rejected': -0.6669358611106873, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5824013948440552, 'logps/rejected': -6.6693596839904785, 'logps/chosen': -0.8453458547592163, 'logits/rejected': 0.19904810190200806, 'logits/chosen': 0.1730182021856308, 'nll_loss': 1.9114153385162354, 'log_odds_ratio': -0.0106500294059515, 'log_odds_chosen': 6.7697954177856445, 'epoch': 0.65}
{'loss': 1.9759, 'grad_norm': 0.7402830719947815, 'learning_rate': 6.888e-06, 'rewards/chosen': -0.13381974399089813, 'rewards/rejected': -0.6698369979858398, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5360172986984253, 'logps/rejected': -6.698370456695557, 'logps/chosen': -1.3381974697113037, 'logits/rejected': 0.3076833486557007, 'logits/chosen': 0.29831862449645996, 'nll_loss': 1.9696743488311768, 'log_odds_ratio': -0.06216204911470413, 'log_odds_chosen': 6.073863506317139, 'epoch': 0.66}
{'loss': 1.8872, 'grad_norm': 0.9087539911270142, 'learning_rate': 6.808e-06, 'rewards/chosen': -0.11425404250621796, 'rewards/rejected': -0.6275854706764221, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5133313536643982, 'logps/rejected': -6.275853633880615, 'logps/chosen': -1.1425403356552124, 'logits/rejected': 0.12841588258743286, 'logits/chosen': 0.10896585881710052, 'nll_loss': 1.8836208581924438, 'log_odds_ratio': -0.03605173900723457, 'log_odds_chosen': 5.867744445800781, 'epoch': 0.66}
{'loss': 1.9354, 'grad_norm': 0.7507679462432861, 'learning_rate': 6.728e-06, 'rewards/chosen': -0.12141411006450653, 'rewards/rejected': -0.5839501619338989, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.462536096572876, 'logps/rejected': -5.839502334594727, 'logps/chosen': -1.2141411304473877, 'logits/rejected': 0.21416668593883514, 'logits/chosen': 0.1891687512397766, 'nll_loss': 1.9278957843780518, 'log_odds_ratio': -0.07548700273036957, 'log_odds_chosen': 5.417332649230957, 'epoch': 0.66}
{'loss': 1.8909, 'grad_norm': 0.7959364652633667, 'learning_rate': 6.648e-06, 'rewards/chosen': -0.10241621732711792, 'rewards/rejected': -0.6556842923164368, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5532680749893188, 'logps/rejected': -6.556842803955078, 'logps/chosen': -1.0241621732711792, 'logits/rejected': 0.13948681950569153, 'logits/chosen': 0.12101517617702484, 'nll_loss': 1.8886924982070923, 'log_odds_ratio': -0.021701883524656296, 'log_odds_chosen': 6.370760440826416, 'epoch': 0.67}
{'loss': 1.8801, 'grad_norm': 0.780259370803833, 'learning_rate': 6.568000000000001e-06, 'rewards/chosen': -0.14058493077754974, 'rewards/rejected': -0.5688894391059875, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 0.428304523229599, 'logps/rejected': -5.688894748687744, 'logps/chosen': -1.4058492183685303, 'logits/rejected': 0.11496486514806747, 'logits/chosen': 0.08559105545282364, 'nll_loss': 1.866722822189331, 'log_odds_ratio': -0.1333015263080597, 'log_odds_chosen': 4.883237361907959, 'epoch': 0.67}
{'loss': 1.9118, 'grad_norm': 1.0586087703704834, 'learning_rate': 6.488000000000001e-06, 'rewards/chosen': -0.11733919382095337, 'rewards/rejected': -0.614339292049408, 'rewards/accuracies': 1.0, 'rewards/margins': 0.497000128030777, 'logps/rejected': -6.143393516540527, 'logps/chosen': -1.1733920574188232, 'logits/rejected': 0.14402297139167786, 'logits/chosen': 0.12458343803882599, 'nll_loss': 1.9069337844848633, 'log_odds_ratio': -0.048587046563625336, 'log_odds_chosen': 5.778247356414795, 'epoch': 0.68}
{'loss': 1.9641, 'grad_norm': 0.9673078656196594, 'learning_rate': 6.408000000000001e-06, 'rewards/chosen': -0.07334001362323761, 'rewards/rejected': -0.6333184838294983, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5599785447120667, 'logps/rejected': -6.333184242248535, 'logps/chosen': -0.7334000468254089, 'logits/rejected': 0.15880650281906128, 'logits/chosen': 0.13533394038677216, 'nll_loss': 1.9616197347640991, 'log_odds_ratio': -0.024648893624544144, 'log_odds_chosen': 6.6682024002075195, 'epoch': 0.68}
{'loss': 1.9646, 'grad_norm': 0.7438285946846008, 'learning_rate': 6.328000000000001e-06, 'rewards/chosen': -0.0853242576122284, 'rewards/rejected': -0.6267459392547607, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5414217114448547, 'logps/rejected': -6.267459869384766, 'logps/chosen': -0.8532425761222839, 'logits/rejected': 0.21959646046161652, 'logits/chosen': 0.1965189278125763, 'nll_loss': 1.9605319499969482, 'log_odds_ratio': -0.04055240377783775, 'log_odds_chosen': 6.337651252746582, 'epoch': 0.68}
{'loss': 1.9209, 'grad_norm': 0.8217052221298218, 'learning_rate': 6.248000000000001e-06, 'rewards/chosen': -0.12941095232963562, 'rewards/rejected': -0.5540806651115417, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.4246697425842285, 'logps/rejected': -5.540806293487549, 'logps/chosen': -1.294109582901001, 'logits/rejected': 0.20635943114757538, 'logits/chosen': 0.186712846159935, 'nll_loss': 1.9146549701690674, 'log_odds_ratio': -0.06285423785448074, 'log_odds_chosen': 4.847001075744629, 'epoch': 0.69}
{'loss': 1.7967, 'grad_norm': 0.7782644629478455, 'learning_rate': 6.168000000000001e-06, 'rewards/chosen': -0.11790822446346283, 'rewards/rejected': -0.5897421836853027, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4718339443206787, 'logps/rejected': -5.897421836853027, 'logps/chosen': -1.1790822744369507, 'logits/rejected': 0.2833760380744934, 'logits/chosen': 0.2600993812084198, 'nll_loss': 1.7938849925994873, 'log_odds_ratio': -0.027821099385619164, 'log_odds_chosen': 5.387639999389648, 'epoch': 0.69}
{'loss': 1.9503, 'grad_norm': 0.669502854347229, 'learning_rate': 6.088000000000001e-06, 'rewards/chosen': -0.11168356239795685, 'rewards/rejected': -0.6311954259872437, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5195119380950928, 'logps/rejected': -6.311955451965332, 'logps/chosen': -1.116835594177246, 'logits/rejected': 0.11579130589962006, 'logits/chosen': 0.10200492292642593, 'nll_loss': 1.9467456340789795, 'log_odds_ratio': -0.03569399192929268, 'log_odds_chosen': 5.97066593170166, 'epoch': 0.7}
{'loss': 2.0104, 'grad_norm': 5.149147033691406, 'learning_rate': 6.008000000000001e-06, 'rewards/chosen': -0.13291770219802856, 'rewards/rejected': -0.6387086510658264, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5057909488677979, 'logps/rejected': -6.387086391448975, 'logps/chosen': -1.3291770219802856, 'logits/rejected': 0.24312233924865723, 'logits/chosen': 0.22944052517414093, 'nll_loss': 2.0052547454833984, 'log_odds_ratio': -0.05124937370419502, 'log_odds_chosen': 5.789063453674316, 'epoch': 0.7}
{'loss': 1.8927, 'grad_norm': 0.6472852230072021, 'learning_rate': 5.928000000000001e-06, 'rewards/chosen': -0.08520074188709259, 'rewards/rejected': -0.6264308094978333, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5412300229072571, 'logps/rejected': -6.264307498931885, 'logps/chosen': -0.8520073890686035, 'logits/rejected': 0.20759303867816925, 'logits/chosen': 0.1798873245716095, 'nll_loss': 1.8907064199447632, 'log_odds_ratio': -0.019982054829597473, 'log_odds_chosen': 6.380951881408691, 'epoch': 0.7}
{'loss': 1.8673, 'grad_norm': 1.4755557775497437, 'learning_rate': 5.848000000000001e-06, 'rewards/chosen': -0.12176632881164551, 'rewards/rejected': -0.6327100992202759, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5109437108039856, 'logps/rejected': -6.3271002769470215, 'logps/chosen': -1.2176631689071655, 'logits/rejected': 0.23275676369667053, 'logits/chosen': 0.21239610016345978, 'nll_loss': 1.8622493743896484, 'log_odds_ratio': -0.05078751593828201, 'log_odds_chosen': 6.081243991851807, 'epoch': 0.71}
{'loss': 1.9486, 'grad_norm': 0.7405073046684265, 'learning_rate': 5.7680000000000005e-06, 'rewards/chosen': -0.11059360206127167, 'rewards/rejected': -0.6403309106826782, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5297371745109558, 'logps/rejected': -6.403308868408203, 'logps/chosen': -1.105936050415039, 'logits/rejected': 0.14293897151947021, 'logits/chosen': 0.12702281773090363, 'nll_loss': 1.945482611656189, 'log_odds_ratio': -0.031064173206686974, 'log_odds_chosen': 6.1429033279418945, 'epoch': 0.71}
{'loss': 1.9016, 'grad_norm': 0.8300803303718567, 'learning_rate': 5.6880000000000004e-06, 'rewards/chosen': -0.12602610886096954, 'rewards/rejected': -0.6288855671882629, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5028594732284546, 'logps/rejected': -6.28885555267334, 'logps/chosen': -1.2602609395980835, 'logits/rejected': 0.18144233524799347, 'logits/chosen': 0.15916605293750763, 'nll_loss': 1.8971246480941772, 'log_odds_ratio': -0.04455161467194557, 'log_odds_chosen': 5.632266044616699, 'epoch': 0.72}
{'loss': 1.9141, 'grad_norm': 2.4125235080718994, 'learning_rate': 5.608e-06, 'rewards/chosen': -0.13878078758716583, 'rewards/rejected': -0.6383296251296997, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.49954891204833984, 'logps/rejected': -6.383296966552734, 'logps/chosen': -1.387808084487915, 'logits/rejected': 0.28119292855262756, 'logits/chosen': 0.2534744441509247, 'nll_loss': 1.9056966304779053, 'log_odds_ratio': -0.08387711644172668, 'log_odds_chosen': 5.709029197692871, 'epoch': 0.72}
{'loss': 1.8958, 'grad_norm': 0.8842363357543945, 'learning_rate': 5.528e-06, 'rewards/chosen': -0.11261292546987534, 'rewards/rejected': -0.6847958564758301, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5721830129623413, 'logps/rejected': -6.847959995269775, 'logps/chosen': -1.1261292695999146, 'logits/rejected': 0.3695962429046631, 'logits/chosen': 0.34805476665496826, 'nll_loss': 1.8925678730010986, 'log_odds_ratio': -0.03245813027024269, 'log_odds_chosen': 6.482720851898193, 'epoch': 0.72}
{'loss': 1.9789, 'grad_norm': 0.7522598505020142, 'learning_rate': 5.448e-06, 'rewards/chosen': -0.09487006813287735, 'rewards/rejected': -0.6443312168121338, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5494611263275146, 'logps/rejected': -6.4433112144470215, 'logps/chosen': -0.9487006068229675, 'logits/rejected': 0.33467692136764526, 'logits/chosen': 0.324130117893219, 'nll_loss': 1.9780346155166626, 'log_odds_ratio': -0.008179661817848682, 'log_odds_chosen': 6.327227592468262, 'epoch': 0.73}
{'loss': 1.863, 'grad_norm': 1.0825766324996948, 'learning_rate': 5.368000000000001e-06, 'rewards/chosen': -0.10396187007427216, 'rewards/rejected': -0.6211144924163818, 'rewards/accuracies': 1.0, 'rewards/margins': 0.517152726650238, 'logps/rejected': -6.211144924163818, 'logps/chosen': -1.039618730545044, 'logits/rejected': 0.2888728976249695, 'logits/chosen': 0.27345559000968933, 'nll_loss': 1.861294150352478, 'log_odds_ratio': -0.017279690131545067, 'log_odds_chosen': 6.011521816253662, 'epoch': 0.73}
{'loss': 1.9282, 'grad_norm': 0.9304417371749878, 'learning_rate': 5.288000000000001e-06, 'rewards/chosen': -0.12404374778270721, 'rewards/rejected': -0.6156197786331177, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.49157601594924927, 'logps/rejected': -6.1561970710754395, 'logps/chosen': -1.2404375076293945, 'logits/rejected': 0.2240399420261383, 'logits/chosen': 0.21150168776512146, 'nll_loss': 1.917328119277954, 'log_odds_ratio': -0.10836748778820038, 'log_odds_chosen': 5.583368301391602, 'epoch': 0.74}
{'loss': 1.944, 'grad_norm': 0.7951915264129639, 'learning_rate': 5.208000000000001e-06, 'rewards/chosen': -0.1141149252653122, 'rewards/rejected': -0.6178520917892456, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.503737211227417, 'logps/rejected': -6.178521156311035, 'logps/chosen': -1.1411491632461548, 'logits/rejected': 0.28715118765830994, 'logits/chosen': 0.27244776487350464, 'nll_loss': 1.9314711093902588, 'log_odds_ratio': -0.12541404366493225, 'log_odds_chosen': 5.7389817237854, 'epoch': 0.74}
{'loss': 1.9637, 'grad_norm': 0.9518536925315857, 'learning_rate': 5.128000000000001e-06, 'rewards/chosen': -0.13031433522701263, 'rewards/rejected': -0.587605357170105, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.45729103684425354, 'logps/rejected': -5.876053810119629, 'logps/chosen': -1.3031432628631592, 'logits/rejected': 0.12904073297977448, 'logits/chosen': 0.10392989218235016, 'nll_loss': 1.9547739028930664, 'log_odds_ratio': -0.08887787163257599, 'log_odds_chosen': 5.416117191314697, 'epoch': 0.74}
{'loss': 1.9704, 'grad_norm': 0.7175323963165283, 'learning_rate': 5.048000000000001e-06, 'rewards/chosen': -0.1481439620256424, 'rewards/rejected': -0.6196439862251282, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4715000092983246, 'logps/rejected': -6.196439743041992, 'logps/chosen': -1.4814393520355225, 'logits/rejected': 0.2817985415458679, 'logits/chosen': 0.267209529876709, 'nll_loss': 1.9662439823150635, 'log_odds_ratio': -0.041251011192798615, 'log_odds_chosen': 5.485372543334961, 'epoch': 0.75}
{'loss': 1.9379, 'grad_norm': 0.8780037760734558, 'learning_rate': 4.9680000000000005e-06, 'rewards/chosen': -0.0937991738319397, 'rewards/rejected': -0.608898401260376, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5150992274284363, 'logps/rejected': -6.08898401260376, 'logps/chosen': -0.937991738319397, 'logits/rejected': 0.3120017349720001, 'logits/chosen': 0.28818070888519287, 'nll_loss': 1.934863805770874, 'log_odds_ratio': -0.030195316299796104, 'log_odds_chosen': 6.066363334655762, 'epoch': 0.75}
{'loss': 1.9168, 'grad_norm': 1.1473443508148193, 'learning_rate': 4.8880000000000005e-06, 'rewards/chosen': -0.11507181078195572, 'rewards/rejected': -0.6225496530532837, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.507477879524231, 'logps/rejected': -6.225496768951416, 'logps/chosen': -1.1507179737091064, 'logits/rejected': 0.26627448201179504, 'logits/chosen': 0.2425820380449295, 'nll_loss': 1.9098567962646484, 'log_odds_ratio': -0.0694902166724205, 'log_odds_chosen': 5.876877307891846, 'epoch': 0.76}
{'loss': 1.9741, 'grad_norm': 0.7617157101631165, 'learning_rate': 4.808e-06, 'rewards/chosen': -0.1094869002699852, 'rewards/rejected': -0.6257796287536621, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5162927508354187, 'logps/rejected': -6.257796287536621, 'logps/chosen': -1.0948690176010132, 'logits/rejected': 0.3236983120441437, 'logits/chosen': 0.30682680010795593, 'nll_loss': 1.9698941707611084, 'log_odds_ratio': -0.041955381631851196, 'log_odds_chosen': 5.876702308654785, 'epoch': 0.76}
{'loss': 1.7725, 'grad_norm': 0.8058516979217529, 'learning_rate': 4.728e-06, 'rewards/chosen': -0.08549162745475769, 'rewards/rejected': -0.6461049318313599, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5606133341789246, 'logps/rejected': -6.461049556732178, 'logps/chosen': -0.8549162149429321, 'logits/rejected': 0.17832621932029724, 'logits/chosen': 0.15069454908370972, 'nll_loss': 1.7698955535888672, 'log_odds_ratio': -0.026348179206252098, 'log_odds_chosen': 6.36765718460083, 'epoch': 0.76}
{'loss': 1.848, 'grad_norm': 1.035117506980896, 'learning_rate': 4.648e-06, 'rewards/chosen': -0.09448302537202835, 'rewards/rejected': -0.6414698958396912, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5469869375228882, 'logps/rejected': -6.414699554443359, 'logps/chosen': -0.9448301196098328, 'logits/rejected': 0.2670392692089081, 'logits/chosen': 0.23424848914146423, 'nll_loss': 1.8438066244125366, 'log_odds_ratio': -0.04187352955341339, 'log_odds_chosen': 6.346668243408203, 'epoch': 0.77}
{'loss': 1.8407, 'grad_norm': 1.0046100616455078, 'learning_rate': 4.568e-06, 'rewards/chosen': -0.12013469636440277, 'rewards/rejected': -0.6270524859428406, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5069178342819214, 'logps/rejected': -6.270524501800537, 'logps/chosen': -1.2013471126556396, 'logits/rejected': 0.26276883482933044, 'logits/chosen': 0.2463003695011139, 'nll_loss': 1.8338372707366943, 'log_odds_ratio': -0.06850418448448181, 'log_odds_chosen': 5.726576328277588, 'epoch': 0.77}
{'loss': 1.9128, 'grad_norm': 1.0186444520950317, 'learning_rate': 4.488e-06, 'rewards/chosen': -0.13806582987308502, 'rewards/rejected': -0.5952092409133911, 'rewards/accuracies': 1.0, 'rewards/margins': 0.4571433961391449, 'logps/rejected': -5.952092170715332, 'logps/chosen': -1.3806581497192383, 'logits/rejected': 0.2667146921157837, 'logits/chosen': 0.2491765022277832, 'nll_loss': 1.9097187519073486, 'log_odds_ratio': -0.030411014333367348, 'log_odds_chosen': 5.254532814025879, 'epoch': 0.78}
{'loss': 2.0428, 'grad_norm': 1.0603190660476685, 'learning_rate': 4.408000000000001e-06, 'rewards/chosen': -0.1691511869430542, 'rewards/rejected': -0.6222460865974426, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 0.4530948996543884, 'logps/rejected': -6.2224602699279785, 'logps/chosen': -1.6915117502212524, 'logits/rejected': 0.353028804063797, 'logits/chosen': 0.33844947814941406, 'nll_loss': 2.027827024459839, 'log_odds_ratio': -0.1500171571969986, 'log_odds_chosen': 5.1933674812316895, 'epoch': 0.78}
{'loss': 1.841, 'grad_norm': 1.027768850326538, 'learning_rate': 4.328000000000001e-06, 'rewards/chosen': -0.07461551576852798, 'rewards/rejected': -0.5921789407730103, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5175634622573853, 'logps/rejected': -5.921789169311523, 'logps/chosen': -0.7461552023887634, 'logits/rejected': 0.3318355679512024, 'logits/chosen': 0.3152772784233093, 'nll_loss': 1.838810682296753, 'log_odds_ratio': -0.021407123655080795, 'log_odds_chosen': 6.240444660186768, 'epoch': 0.78}
{'loss': 1.8008, 'grad_norm': 0.6252222061157227, 'learning_rate': 4.248000000000001e-06, 'rewards/chosen': -0.12306754291057587, 'rewards/rejected': -0.6371636986732483, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5140961408615112, 'logps/rejected': -6.371635913848877, 'logps/chosen': -1.230675458908081, 'logits/rejected': 0.17880752682685852, 'logits/chosen': 0.1579771488904953, 'nll_loss': 1.7968003749847412, 'log_odds_ratio': -0.040080804377794266, 'log_odds_chosen': 5.920289516448975, 'epoch': 0.79}
{'loss': 1.8956, 'grad_norm': 0.7500474452972412, 'learning_rate': 4.168000000000001e-06, 'rewards/chosen': -0.09747745841741562, 'rewards/rejected': -0.6280310750007629, 'rewards/accuracies': 0.9750000238418579, 'rewards/margins': 0.5305536389350891, 'logps/rejected': -6.28031063079834, 'logps/chosen': -0.9747745394706726, 'logits/rejected': 0.36868682503700256, 'logits/chosen': 0.31790322065353394, 'nll_loss': 1.8889763355255127, 'log_odds_ratio': -0.06656218320131302, 'log_odds_chosen': 6.170589923858643, 'epoch': 0.79}
{'loss': 1.9412, 'grad_norm': 0.8893892765045166, 'learning_rate': 4.0880000000000005e-06, 'rewards/chosen': -0.10347846895456314, 'rewards/rejected': -0.6176337003707886, 'rewards/accuracies': 1.0, 'rewards/margins': 0.5141552686691284, 'logps/rejected': -6.17633581161499, 'logps/chosen': -1.0347845554351807, 'logits/rejected': 0.35731106996536255, 'logits/chosen': 0.32764220237731934, 'nll_loss': 1.9389034509658813, 'log_odds_ratio': -0.02293321117758751, 'log_odds_chosen': 5.866990089416504, 'epoch': 0.8}
{'loss': 1.9695, 'grad_norm': 1.0041130781173706, 'learning_rate': 4.008e-06, 'rewards/chosen': -0.14250458776950836, 'rewards/rejected': -0.6090230941772461, 'rewards/accuracies': 1.0, 'rewards/margins': 0.46651849150657654, 'logps/rejected': -6.090230464935303, 'logps/chosen': -1.4250460863113403, 'logits/rejected': 0.3406659662723541, 'logits/chosen': 0.3140076696872711, 'nll_loss': 1.9635155200958252, 'log_odds_ratio': -0.0595560297369957, 'log_odds_chosen': 5.3372626304626465, 'epoch': 0.8}
